Date,Time (GMT),Wind Speed (m/s),Wind Dir (deg),Wind Gust (m/s),Air Temp (°C),Baro (mb),Humidity (%),Visibility (km)
2021/09/11,00:00,2.9,1,5.1,22.2,1018.0,-,-
2021/09/11,00:06,2.7,-,5.0,22.2,1018.2,-,-
2021/09/11,00:12,3.7,3,4.9,22.3,1018.3,-,-
2021/09/11,00:18,3.2,5,4.7,22.3,1018.4,-,-
2021/09/11,00:24,3.1,1,4.8,22.3,1018.5,-,-
2021/09/11,00:30,3.3,2,5.7,22.3,1018.6,-,-
2021/09/11,00:36,3.3,355,5.1,22.3,1018.7,-,-
2021/09/11,00:42,4.2,355,5.9,22.3,1018.7,-,-
2021/09/11,00:48,3.8,-,5.2,22.4,1018.8,-,-
2021/09/11,00:54,3.5,355,5.5,22.3,1018.8,-,-
2021/09/11,01:00,3.5,359,5.4,22.4,1018.9,-,-
2021/09/11,01:06,3.7,358,5.7,22.3,1018.9,-,-
2021/09/11,01:12,4.3,-,5.6,22.4,1019.0,-,-
2021/09/11,01:18,4.5,5,6.3,22.4,1019.0,-,-
2021/09/11,01:24,3.5,4,5.7,22.4,1019.0,-,-
2021/09/11,01:30,4.3,357,5.8,22.4,1019.1,-,-
2021/09/11,01:36,3.4,356,6.2,22.4,1019.2,-,-
2021/09/11,01:42,3.4,351,5.9,22.2,1019.2,-,-
2021/09/11,01:48,3.5,351,5.4,22.1,1019.2,-,-
2021/09/11,01:54,4.0,354,5.8,22.3,1019.2,-,-
2021/09/11,02:00,4.3,351,6.4,22.3,1019.2,-,-
2021/09/11,02:06,3.9,349,5.5,22.2,1019.2,-,-
2021/09/11,02:12,3.8,346,5.3,22.2,1019.2,-,-
2021/09/11,02:18,3.7,341,5.7,22.2,1019.3,-,-
2021/09/11,02:24,2.7,336,5.4,21.8,1019.3,-,-
2021/09/11,02:30,2.7,337,4.0,21.7,1019.3,-,-
2021/09/11,02:36,2.9,345,5.6,21.8,1019.3,-,-
2021/09/11,02:42,3.2,332,4.6,21.7,1019.3,-,-
2021/09/11,02:48,3.6,340,4.6,21.6,1019.4,-,-
2021/09/11,02:54,2.9,342,4.5,21.6,1019.4,-,-
2021/09/11,03:00,3.1,335,4.1,21.6,1019.4,-,-
2021/09/11,03:06,4.1,344,5.5,21.7,1019.2,-,-
2021/09/11,03:12,3.5,343,5.8,21.7,1019.2,-,-
2021/09/11,03:18,3.3,345,5.6,21.9,1019.3,-,-
2021/09/11,03:24,3.2,342,5.1,21.8,1019.3,-,-
2021/09/11,03:30,3.8,340,5.6,21.9,1019.3,-,-
2021/09/11,03:36,2.9,346,4.7,21.9,1019.4,-,-
2021/09/11,03:42,3.6,342,5.2,22,1019.4,-,-
2021/09/11,03:48,4.3,355,6.2,22.2,1019.5,-,-
2021/09/11,03:54,4.4,345,6.2,22.2,1019.7,-,-
2021/09/11,04:00,3.5,352,5.6,22.3,1019.7,-,-
2021/09/11,04:06,3.2,339,5.4,22.1,1019.7,-,-
2021/09/11,04:12,3.8,353,5.7,22.2,1019.7,-,-
2021/09/11,04:18,4.4,342,6.1,22.2,1019.8,-,-
2021/09/11,04:24,4.0,339,6.4,22,1019.9,-,-
2021/09/11,04:30,3.3,-,4.9,22.2,1020.0,-,-
2021/09/11,04:36,3.3,-,5.3,22.3,1019.9,-,-
2021/09/11,04:42,3.7,3,6.2,22.4,1019.9,-,-
2021/09/11,04:48,3.5,5,5.6,22.4,1020.0,-,-
2021/09/11,04:54,3.0,360,5.3,22.3,1020.0,-,-
2021/09/11,05:00,3.1,9,5.3,22.4,1020.1,-,-
2021/09/11,05:06,3.5,19,5.1,22.6,1020.2,-,-
2021/09/11,05:12,3.0,357,5.0,22.6,1020.2,-,-
2021/09/11,05:18,2.3,2,4.8,22.5,1020.2,-,-
2021/09/11,05:24,3.2,13,4.8,22.6,1020.2,-,-
2021/09/11,05:30,3.6,7,5.6,22.6,1020.3,-,-
2021/09/11,05:36,4.2,18,5.4,22.6,1020.4,-,-
2021/09/11,05:42,3.9,20,5.1,22.5,1020.4,-,-
2021/09/11,05:48,3.4,16,5.1,22.4,1020.4,-,-
2021/09/11,05:54,3.7,27,4.8,22.5,1020.5,-,-
2021/09/11,06:00,3.9,30,5.2,22.5,1020.6,-,-
2021/09/11,06:06,3.2,31,4.6,22.5,1020.6,-,-
2021/09/11,06:12,3.7,17,4.9,22.3,1020.7,-,-
2021/09/11,06:18,3.3,30,4.8,22.4,1020.7,-,-
2021/09/11,06:24,2.9,36,4.5,22.4,1020.7,-,-
2021/09/11,06:30,2.4,35,3.3,22.3,1020.9,-,-
2021/09/11,06:36,2.6,34,3.4,22.3,1020.9,-,-
2021/09/11,06:42,1.8,20,2.9,22.1,1021.0,-,-
2021/09/11,06:48,2.3,23,3.5,22.1,1021.1,-,-
2021/09/11,06:54,2.8,16,3.5,22.2,1021.0,-,-
2021/09/11,07:00,2.2,32,3.3,22.2,1021.0,-,-
2021/09/11,07:06,1.3,33,2.3,22.2,1021.1,-,-
2021/09/11,07:12,2.3,28,3.1,22.1,1021.1,-,-
2021/09/11,07:18,2.2,37,2.7,22.2,1021.1,-,-
2021/09/11,07:24,2.1,17,2.9,22.2,1021.2,-,-
2021/09/11,07:30,1.5,23,2.4,22.1,1021.2,-,-
2021/09/11,07:36,2.0,42,3.0,22.1,1021.2,-,-
2021/09/11,07:42,2.2,34,3.5,22.2,1021.3,-,-
2021/09/11,07:48,2.2,27,3.0,22.3,1021.3,-,-
2021/09/11,07:54,2.2,45,3.2,22.2,1021.3,-,-
2021/09/11,08:00,2.7,44,3.1,22.3,1021.3,-,-
2021/09/11,08:06,2.7,58,3.5,22.3,1021.4,-,-
2021/09/11,08:12,1.9,56,3.5,22.2,1021.4,-,-
2021/09/11,08:18,2.0,41,2.9,22.1,1021.5,-,-
2021/09/11,08:24,2.7,39,3.6,22.3,1021.4,-,-
2021/09/11,08:30,2.3,53,3.1,22.2,1021.4,-,-
2021/09/11,08:36,2.0,51,2.8,22.2,1021.5,-,-
2021/09/11,08:42,2.7,42,3.4,22.3,1021.6,-,-
2021/09/11,08:48,2.5,43,3.1,22.2,1021.6,-,-
2021/09/11,08:54,2.1,33,2.8,22.1,1021.6,-,-
2021/09/11,09:00,1.9,37,2.6,22,1021.6,-,-
2021/09/11,09:06,2.1,28,3.2,21.9,1021.6,-,-
2021/09/11,09:12,2.2,32,3.2,22,1021.5,-,-
2021/09/11,09:18,1.8,44,2.9,22,1021.5,-,-
2021/09/11,09:24,1.4,29,2.1,21.8,1021.6,-,-
2021/09/11,09:30,2.1,35,3.1,22,1021.7,-,-
2021/09/11,09:36,1.2,39,2.3,21.8,1021.7,-,-
2021/09/11,09:42,2.1,36,3.4,21.9,1021.7,-,-
2021/09/11,09:48,2.7,27,4.3,22.1,1021.7,-,-
2021/09/11,09:54,2.0,33,3.8,22,1021.7,-,-
2021/09/11,10:00,2.4,28,3.7,22.1,1021.8,-,-
2021/09/11,10:06,1.9,34,3.1,21.9,1021.9,-,-
2021/09/11,10:12,2.5,28,3.4,22,1021.9,-,-
2021/09/11,10:18,2.2,31,3.6,22,1022.0,-,-
2021/09/11,10:24,2.2,32,3.5,22,1022.2,-,-
2021/09/11,10:30,2.4,27,3.7,22,1022.2,-,-
2021/09/11,10:36,2.6,19,3.6,21.9,1022.3,-,-
2021/09/11,10:42,2.1,15,2.8,21.8,1022.4,-,-
2021/09/11,10:48,1.9,18,3.4,21.7,1022.4,-,-
2021/09/11,10:54,2.0,17,2.5,21.6,1022.5,-,-
2021/09/11,11:00,1.5,12,2.5,21.8,1022.5,-,-
2021/09/11,11:06,1.3,10,1.9,21.9,1022.6,-,-
2021/09/11,11:12,1.4,15,2.8,22.1,1022.7,-,-
2021/09/11,11:18,1.2,1,2.4,22.2,1022.8,-,-
2021/09/11,11:24,1.5,3,2.6,22.3,1022.9,-,-
2021/09/11,11:30,2.1,16,2.7,22.6,1023.0,-,-
2021/09/11,11:36,2.4,24,3.1,22.7,1023.0,-,-
2021/09/11,11:42,1.7,15,3.2,22.8,1023.1,-,-
2021/09/11,11:48,2.6,10,3.0,22.8,1023.2,-,-
2021/09/11,11:54,1.8,358,2.8,22.7,1023.3,-,-
2021/09/11,12:00,2.0,356,3.1,22.9,1023.4,-,-
2021/09/11,12:06,2.6,24,3.1,23,1023.4,-,-
2021/09/11,12:12,1.9,4,3.3,23,1023.5,-,-
2021/09/11,12:18,2.5,8,3.7,23,1023.5,-,-
2021/09/11,12:24,2.7,24,3.7,23.1,1023.5,-,-
2021/09/11,12:30,2.4,17,3.7,23.1,1023.4,-,-
2021/09/11,12:36,2.9,11,4.1,23.2,1023.4,-,-
2021/09/11,12:42,2.6,23,3.7,23.2,1023.5,-,-
2021/09/11,12:48,2.6,355,3.4,23.3,1023.5,-,-
2021/09/11,12:54,2.0,13,4.1,23.5,1023.6,-,-
2021/09/11,13:00,2.7,16,4.5,23.5,1023.7,-,-
2021/09/11,13:06,2.8,28,3.4,23.3,1023.8,-,-
2021/09/11,13:12,3.2,21,3.7,23.4,1023.8,-,-
2021/09/11,13:18,3.1,3,4.1,23.4,1023.8,-,-
2021/09/11,13:24,3.2,19,4.4,23.5,1023.8,-,-
2021/09/11,13:30,2.9,19,4.1,23.6,1023.9,-,-
2021/09/11,13:36,3.5,23,4.6,23.6,1023.9,-,-
2021/09/11,13:42,3.4,16,4.6,23.6,1024.0,-,-
2021/09/11,13:48,3.0,16,4.6,23.7,1024.1,-,-
2021/09/11,13:54,3.5,14,4.8,23.7,1024.1,-,-
2021/09/11,14:00,3.6,18,4.6,23.7,1024.2,-,-
2021/09/11,14:06,3.1,334,4.9,23.9,1024.3,-,-
2021/09/11,14:12,3.2,10,4.9,23.7,1024.4,-,-
2021/09/11,14:18,2.8,357,4.7,23.9,1024.4,-,-
2021/09/11,14:24,3.1,349,5.4,24.2,1024.5,-,-
2021/09/11,14:30,2.1,5,3.8,24.4,1024.5,-,-
2021/09/11,14:36,3.2,10,4.5,23.8,1024.5,-,-
2021/09/11,14:42,3.2,12,4.3,23.9,1024.5,-,-
2021/09/11,14:48,2.6,15,4.1,23.9,1024.5,-,-
2021/09/11,14:54,3.1,26,4.4,23.8,1024.4,-,-
2021/09/11,15:00,2.7,23,4.6,23.7,1024.4,-,-
2021/09/11,15:06,3.3,10,4.9,23.9,1024.3,-,-
2021/09/11,15:12,3.5,18,4.8,23.8,1024.4,-,-
2021/09/11,15:18,3.7,21,4.5,23.7,1024.4,-,-
2021/09/11,15:24,3.5,18,4.9,24,1024.4,-,-
2021/09/11,15:30,3.4,18,4.5,23.8,1024.3,-,-
2021/09/11,15:36,3.2,18,4.1,23.8,1024.3,-,-
2021/09/11,15:42,3.4,38,4.6,23.7,1024.3,-,-
2021/09/11,15:48,3.3,17,4.9,23.8,1024.3,-,-
2021/09/11,15:54,2.8,22,4.1,23.8,1024.3,-,-
2021/09/11,16:00,2.7,42,4.8,23.7,1024.4,-,-
2021/09/11,16:06,3.0,28,5.3,23.8,1024.4,-,-
2021/09/11,16:12,3.2,36,4.4,23.8,1024.4,-,-
2021/09/11,16:18,2.9,20,4.9,24,1024.3,-,-
2021/09/11,16:24,3.0,24,4.6,23.7,1024.4,-,-
2021/09/11,16:30,3.0,33,4.4,23.6,1024.4,-,-
2021/09/11,16:36,3.0,33,4.8,23.7,1024.3,-,-
2021/09/11,16:42,4.0,48,5.2,23.9,1024.3,-,-
2021/09/11,16:48,3.6,30,4.9,23.8,1024.4,-,-
2021/09/11,16:54,2.7,38,4.6,24,1024.4,-,-
2021/09/11,17:00,3.3,40,5.7,23.7,1024.4,-,-
2021/09/11,17:06,4.4,34,5.3,24,1024.4,-,-
2021/09/11,17:12,4.1,13,5.8,24,1024.3,-,-
2021/09/11,17:18,4.5,28,5.6,23.9,1024.3,-,-
2021/09/11,17:24,3.4,13,5.3,24.1,1024.4,-,-
2021/09/11,17:30,3.7,16,5.9,24.1,1024.4,-,-
2021/09/11,17:36,4.0,16,5.2,24,1024.3,-,-
2021/09/11,17:42,3.5,8,4.6,24,1024.3,-,-
2021/09/11,17:48,4.0,44,5.1,23.9,1024.2,-,-
2021/09/11,17:54,3.4,53,4.9,24,1024.2,-,-
2021/09/11,18:00,3.5,46,5.0,23.8,1024.2,-,-
2021/09/11,18:06,3.8,48,5.0,23.8,1024.2,-,-
2021/09/11,18:12,3.5,37,4.9,24,1024.2,-,-
2021/09/11,18:18,3.2,20,4.9,24.3,1024.1,-,-
2021/09/11,18:24,3.8,46,4.9,23.9,1024.1,-,-
2021/09/11,18:30,4.2,35,5.4,23.8,1024.0,-,-
2021/09/11,18:36,3.9,33,5.1,23.9,1023.9,-,-
2021/09/11,18:42,3.5,21,5.3,23.9,1024.0,-,-
2021/09/11,18:48,3.4,38,5.0,24.1,1024.0,-,-
2021/09/11,18:54,4.0,21,4.8,23.9,1023.9,-,-
2021/09/11,19:00,4.1,37,5.0,23.9,1023.9,-,-
2021/09/11,19:06,3.5,45,5.0,23.8,1023.7,-,-
2021/09/11,19:12,2.9,45,5.2,23.8,1023.7,-,-
2021/09/11,19:18,3.4,52,4.8,23.9,1023.6,-,-
2021/09/11,19:24,3.1,44,4.6,24,1023.5,-,-
2021/09/11,19:30,3.4,45,5.5,24,1023.5,-,-
2021/09/11,19:36,2.8,47,5.1,23.9,1023.5,-,-
2021/09/11,19:42,3.6,33,4.9,23.9,1023.5,-,-
2021/09/11,19:48,3.4,39,4.9,23.8,1023.4,-,-
2021/09/11,19:54,3.0,30,4.7,23.9,1023.4,-,-
2021/09/11,20:00,2.1,53,4.3,24.2,1023.4,-,-
2021/09/11,20:06,3.0,49,4.0,24,1023.4,-,-
2021/09/11,20:12,3.4,62,4.4,23.9,1023.4,-,-
2021/09/11,20:18,2.5,45,4.6,23.8,1023.4,-,-
2021/09/11,20:24,3.0,56,3.8,24.1,1023.4,-,-
2021/09/11,20:30,2.4,33,4.2,23.9,1023.3,-,-
2021/09/11,20:36,3.1,54,4.4,23.8,1023.3,-,-
2021/09/11,20:42,2.6,64,4.0,23.9,1023.4,-,-
2021/09/11,20:48,2.9,65,4.0,23.9,1023.3,-,-
2021/09/11,20:54,2.6,60,3.3,23.8,1023.4,-,-
2021/09/11,21:00,2.2,42,3.7,23.8,1023.5,-,-
2021/09/11,21:06,2.8,66,3.7,23.8,1023.4,-,-
2021/09/11,21:12,2.1,68,3.1,23.9,1023.4,-,-
2021/09/11,21:18,2.2,51,2.9,23.7,1023.4,-,-
2021/09/11,21:24,1.7,64,3.1,23.8,1023.2,-,-
2021/09/11,21:30,1.9,93,3.0,23.7,1023.2,-,-
2021/09/11,21:36,2.1,77,3.2,23.7,1023.2,-,-
2021/09/11,21:42,1.5,73,3.3,23.6,1023.2,-,-
2021/09/11,21:48,2.2,73,2.8,23.7,1023.2,-,-
2021/09/11,21:54,1.7,81,2.8,23.6,1023.2,-,-
2021/09/11,22:00,1.7,98,2.6,23.7,1023.2,-,-
2021/09/11,22:06,1.6,89,2.4,23.6,1023.3,-,-
2021/09/11,22:12,1.1,116,2.4,23.7,1023.3,-,-
2021/09/11,22:18,1.8,91,2.4,23.6,1023.2,-,-
2021/09/11,22:24,1.2,123,2.3,23.5,1023.2,-,-
2021/09/11,22:30,1.6,93,2.5,23.4,1023.2,-,-
2021/09/11,22:36,1.2,107,1.9,23.3,1023.2,-,-
2021/09/11,22:42,0.7,120,1.2,23.3,1023.2,-,-
2021/09/11,22:48,1.3,134,1.7,23.1,1023.3,-,-
2021/09/11,22:54,0.9,150,1.5,23.1,1023.3,-,-
2021/09/11,23:00,1.1,126,1.4,23,1023.3,-,-
2021/09/11,23:06,0.9,137,1.3,22.9,1023.3,-,-
2021/09/11,23:12,0.7,135,1.3,22.7,1023.3,-,-
2021/09/11,23:18,0.8,123,1.2,22.6,1023.3,-,-
2021/09/11,23:24,1.0,146,1.4,22.5,1023.3,-,-
2021/09/11,23:30,1.2,140,1.7,22.4,1023.2,-,-
2021/09/11,23:36,1.2,135,1.6,22.5,1023.2,-,-
2021/09/11,23:42,1.3,139,1.5,22.4,1023.2,-,-
2021/09/11,23:48,1.2,137,1.6,22.3,1023.2,-,-
2021/09/11,23:54,1.4,135,1.8,22.3,1023.2,-,-
2021/09/12,00:00,1.5,138,1.8,22.3,1023.2,-,-
2021/09/12,00:06,1.5,138,1.9,22.2,1023.3,-,-
2021/09/12,00:12,1.6,138,1.9,22.1,1023.4,-,-
2021/09/12,00:18,1.6,129,2.4,22.1,1023.5,-,-
2021/09/12,00:24,1.4,134,1.9,22.1,1023.5,-,-
2021/09/12,00:30,1.6,132,2.2,22.1,1023.6,-,-
2021/09/12,00:36,1.4,138,1.8,22.1,1023.7,-,-
2021/09/12,00:42,1.4,129,1.7,22.1,1023.8,-,-
2021/09/12,00:48,1.2,138,1.7,21.9,1023.9,-,-
2021/09/12,00:54,1.3,138,1.7,22.1,1023.9,-,-
2021/09/12,01:00,1.7,139,2.0,22.2,1024.0,-,-
2021/09/12,01:06,1.4,143,1.7,22.2,1024.0,-,-
2021/09/12,01:12,1.7,145,1.9,22.2,1024.1,-,-
2021/09/12,01:18,1.0,146,1.6,22.1,1024.2,-,-
2021/09/12,01:24,1.6,136,1.9,22.2,1024.2,-,-
2021/09/12,01:30,1.6,130,1.8,22.2,1024.2,-,-
2021/09/12,01:36,1.3,136,1.8,22.2,1024.3,-,-
2021/09/12,01:42,1.5,131,1.8,22.3,1024.3,-,-
2021/09/12,01:48,1.2,146,1.6,22.2,1024.3,-,-
2021/09/12,01:54,1.3,153,1.6,22.4,1024.3,-,-
2021/09/12,02:00,1.1,148,1.6,22.2,1024.4,-,-
2021/09/12,02:06,1.3,151,1.5,22.1,1024.4,-,-
2021/09/12,02:12,1.4,147,1.9,21.9,1024.4,-,-
2021/09/12,02:18,1.5,148,1.8,21.9,1024.4,-,-
2021/09/12,02:24,1.6,149,1.9,22.2,1024.4,-,-
2021/09/12,02:30,1.5,160,1.7,22.1,1024.4,-,-
2021/09/12,02:36,1.5,164,2.0,22.1,1024.4,-,-
2021/09/12,02:42,1.4,164,1.6,22.3,1024.5,-,-
2021/09/12,02:48,1.6,168,1.7,22.1,1024.5,-,-
2021/09/12,02:54,1.6,165,1.9,22.3,1024.6,-,-
2021/09/12,03:00,1.8,164,2.2,22.2,1024.6,-,-
2021/09/12,03:06,1.8,167,2.2,22.1,1024.6,-,-
2021/09/12,03:12,1.4,153,2.5,21.9,1024.6,-,-
2021/09/12,03:18,1.8,163,2.0,22,1024.6,-,-
2021/09/12,03:24,2.1,173,2.7,22.2,1024.7,-,-
2021/09/12,03:30,2.0,174,2.5,22.2,1024.8,-,-
2021/09/12,03:36,1.4,183,2.4,22.3,1024.8,-,-
2021/09/12,03:42,2.2,209,2.6,23.2,1024.8,-,-
2021/09/12,03:48,2.2,203,2.8,23.4,1024.8,-,-
2021/09/12,03:54,1.7,197,2.6,23.2,1024.8,-,-
2021/09/12,04:00,2.2,208,2.8,23.4,1024.8,-,-
2021/09/12,04:06,1.7,192,2.6,23.1,1024.8,-,-
2021/09/12,04:12,1.4,164,2.5,22.5,1024.8,-,-
2021/09/12,04:18,1.2,146,2.1,22.3,1024.8,-,-
2021/09/12,04:24,1.7,144,2.2,21.9,1024.8,-,-
2021/09/12,04:30,1.8,139,2.3,21.9,1024.9,-,-
2021/09/12,04:36,1.8,131,2.1,21.7,1024.9,-,-
2021/09/12,04:42,1.8,136,2.3,21.5,1024.9,-,-
2021/09/12,04:48,1.7,142,2.1,21.6,1025.0,-,-
2021/09/12,04:54,1.9,135,2.2,21.7,1025.0,-,-
2021/09/12,05:00,1.7,140,2.1,21.8,1025.0,-,-
2021/09/12,05:06,1.2,158,1.9,21.8,1024.9,-,-
2021/09/12,05:12,1.6,151,2.4,22,1025.0,-,-
2021/09/12,05:18,1.6,149,1.9,21.9,1024.9,-,-
2021/09/12,05:24,1.3,168,2.2,21.9,1024.9,-,-
2021/09/12,05:30,1.1,188,1.8,22.2,1024.8,-,-
2021/09/12,05:36,2.6,208,3.1,23.3,1024.8,-,-
2021/09/12,05:42,2.4,200,2.8,23.5,1024.8,-,-
2021/09/12,05:48,2.6,202,3.0,23.4,1024.8,-,-
2021/09/12,05:54,2.6,197,3.1,23.4,1024.8,-,-
2021/09/12,06:00,2.9,201,3.3,23.4,1024.8,-,-
2021/09/12,06:06,2.6,204,3.2,23.4,1024.9,-,-
2021/09/12,06:12,2.5,196,2.9,23.4,1024.8,-,-
2021/09/12,06:18,3.0,198,3.6,23.4,1024.8,-,-
2021/09/12,06:24,2.6,182,3.4,23.3,1024.7,-,-
2021/09/12,06:30,2.7,189,3.5,23.4,1024.7,-,-
2021/09/12,06:36,3.0,194,3.4,23.5,1024.6,-,-
2021/09/12,06:42,3.1,196,3.5,23.4,1024.6,-,-
2021/09/12,06:48,3.3,195,3.7,23.4,1024.6,-,-
2021/09/12,06:54,2.8,181,3.6,23.2,1024.5,-,-
2021/09/12,07:00,2.7,178,3.4,23,1024.5,-,-
2021/09/12,07:06,2.5,177,3.6,23,1024.4,-,-
2021/09/12,07:12,1.8,161,2.9,22.1,1024.4,-,-
2021/09/12,07:18,2.8,172,3.8,22.5,1024.4,-,-
2021/09/12,07:24,3.0,177,3.5,22.9,1024.4,-,-
2021/09/12,07:30,3.1,177,3.7,23,1024.5,-,-
2021/09/12,07:36,3.0,178,3.6,23.1,1024.4,-,-
2021/09/12,07:42,2.9,184,3.4,23.2,1024.4,-,-
2021/09/12,07:48,3.3,182,4.0,23.4,1024.4,-,-
2021/09/12,07:54,3.3,184,4.3,23.4,1024.4,-,-
2021/09/12,08:00,2.9,184,3.7,23.3,1024.3,-,-
2021/09/12,08:06,3.6,185,3.9,23.5,1024.4,-,-
2021/09/12,08:12,3.1,181,4.1,23.3,1024.4,-,-
2021/09/12,08:18,2.5,177,3.3,23.1,1024.4,-,-
2021/09/12,08:24,2.7,177,3.2,23,1024.4,-,-
2021/09/12,08:30,2.6,186,3.1,23.3,1024.3,-,-
2021/09/12,08:36,2.5,175,2.9,23,1024.3,-,-
2021/09/12,08:42,1.9,167,3.0,22.5,1024.3,-,-
2021/09/12,08:48,1.8,165,2.2,22.3,1024.3,-,-
2021/09/12,08:54,1.8,168,2.1,22.1,1024.3,-,-
2021/09/12,09:00,2.2,166,2.8,22.3,1024.3,-,-
2021/09/12,09:06,2.2,170,2.9,22.3,1024.3,-,-
2021/09/12,09:12,1.4,166,2.7,22.3,1024.3,-,-
2021/09/12,09:18,1.5,159,2.5,22.2,1024.3,-,-
2021/09/12,09:24,1.5,162,2.0,22.1,1024.3,-,-
2021/09/12,09:30,1.5,161,1.9,22.2,1024.4,-,-
2021/09/12,09:36,2.0,164,2.3,22.1,1024.4,-,-
2021/09/12,09:42,2.0,164,2.5,22,1024.4,-,-
2021/09/12,09:48,1.9,162,2.3,22.1,1024.5,-,-
2021/09/12,09:54,2.0,162,2.4,22,1024.5,-,-
2021/09/12,10:00,1.9,151,2.4,21.9,1024.5,-,-
2021/09/12,10:06,2.2,154,2.5,21.9,1024.6,-,-
2021/09/12,10:12,1.9,170,2.4,22.1,1024.6,-,-
2021/09/12,10:18,2.1,175,2.5,22.3,1024.6,-,-
2021/09/12,10:24,2.1,160,2.3,22.2,1024.6,-,-
2021/09/12,10:30,1.8,165,2.2,22.1,1024.6,-,-
2021/09/12,10:36,1.8,176,2.3,22.2,1024.7,-,-
2021/09/12,10:42,1.7,163,2.1,22.2,1024.8,-,-
2021/09/12,10:48,1.7,166,2.1,22.2,1024.9,-,-
2021/09/12,10:54,1.9,179,2.3,22.4,1025.0,-,-
2021/09/12,11:00,1.8,175,2.1,22.4,1025.0,-,-
2021/09/12,11:06,1.6,185,2.2,22.6,1025.1,-,-
2021/09/12,11:12,2.2,217,2.5,23.5,1025.2,-,-
2021/09/12,11:18,2.3,230,2.5,23.8,1025.2,-,-
2021/09/12,11:24,2.8,238,3.1,23.7,1025.3,-,-
2021/09/12,11:30,2.3,249,3.0,23.9,1025.3,-,-
2021/09/12,11:36,1.8,254,2.8,23.9,1025.4,-,-
2021/09/12,11:42,2.1,251,2.6,24,1025.4,-,-
2021/09/12,11:48,2.1,248,2.7,23.9,1025.5,-,-
2021/09/12,11:54,2.3,250,3.0,23.9,1025.5,-,-
2021/09/12,12:00,2.9,245,3.8,24,1025.6,-,-
2021/09/12,12:06,2.7,246,3.4,23.9,1025.6,-,-
2021/09/12,12:12,3.2,246,3.9,23.9,1025.6,-,-
2021/09/12,12:18,3.7,271,5.0,23.2,1025.7,-,-
2021/09/12,12:24,4.1,268,5.4,22.4,1025.7,-,-
2021/09/12,12:30,3.3,268,5.0,22.5,1025.7,-,-
2021/09/12,12:36,3.9,271,4.8,22.2,1025.7,-,-
2021/09/12,12:42,3.3,274,4.5,22.3,1025.7,-,-
2021/09/12,12:48,4.3,284,5.0,22,1025.7,-,-
2021/09/12,12:54,3.2,278,4.7,22.2,1025.8,-,-
2021/09/12,13:00,3.6,277,4.8,22.4,1025.8,-,-
2021/09/12,13:06,3.6,269,4.6,22.6,1025.9,-,-
2021/09/12,13:12,3.1,263,4.2,22.6,1025.8,-,-
2021/09/12,13:18,2.6,255,4.1,22.7,1025.8,-,-
2021/09/12,13:24,2.7,255,3.8,22.9,1025.8,-,-
2021/09/12,13:30,2.9,261,4.0,22.9,1025.8,-,-
2021/09/12,13:36,3.1,266,4.3,23.1,1025.8,-,-
2021/09/12,13:42,2.7,266,4.2,23.2,1025.9,-,-
2021/09/12,13:48,2.9,265,4.0,23.4,1025.9,-,-
2021/09/12,13:54,2.9,267,3.9,23.5,1025.9,-,-
2021/09/12,14:00,2.8,264,3.7,23.7,1025.9,-,-
2021/09/12,14:06,3.3,245,3.9,23.4,1026.0,-,-
2021/09/12,14:12,3.3,234,3.9,23.2,1025.9,-,-
2021/09/12,14:18,3.0,241,3.8,23.2,1026.0,-,-
2021/09/12,14:24,3.4,231,3.9,23.1,1026.0,-,-
2021/09/12,14:30,3.1,236,3.9,23.4,1026.0,-,-
2021/09/12,14:36,3.2,228,3.7,23.2,1025.9,-,-
2021/09/12,14:42,3.1,234,3.8,23.4,1025.8,-,-
2021/09/12,14:48,3.2,227,3.7,23.5,1025.8,-,-
2021/09/12,14:54,3.2,232,3.6,23.5,1025.8,-,-
2021/09/12,15:00,3.3,228,4.0,23.7,1025.8,-,-
2021/09/12,15:06,3.2,231,3.6,23.7,1025.7,-,-
2021/09/12,15:12,3.0,227,3.8,23.9,1025.7,-,-
2021/09/12,15:18,3.3,205,3.9,24,1025.6,-,-
2021/09/12,15:24,3.2,211,4.0,24.1,1025.6,-,-
2021/09/12,15:30,3.5,205,4.1,24.2,1025.6,-,-
2021/09/12,15:36,3.4,189,4.6,24.1,1025.5,-,-
2021/09/12,15:42,3.9,191,4.3,24.1,1025.5,-,-
2021/09/12,15:48,4.0,190,4.3,24.3,1025.4,-,-
2021/09/12,15:54,3.7,185,4.3,24.3,1025.4,-,-
2021/09/12,16:00,3.8,187,4.2,24.3,1025.3,-,-
2021/09/12,16:06,3.7,190,4.2,24.4,1025.2,-,-
2021/09/12,16:12,3.9,189,4.4,24.4,1025.2,-,-
2021/09/12,16:18,3.6,189,4.4,24.5,1025.2,-,-
2021/09/12,16:24,4.1,191,4.6,24.5,1025.1,-,-
2021/09/12,16:30,4.2,195,4.6,24.7,1025.1,-,-
2021/09/12,16:36,4.0,191,4.6,24.8,1025.0,-,-
2021/09/12,16:42,4.4,188,4.9,24.8,1025.0,-,-
2021/09/12,16:48,4.1,187,4.9,24.8,1024.9,-,-
2021/09/12,16:54,4.3,187,4.9,24.8,1024.8,-,-
2021/09/12,17:00,4.8,187,5.4,24.7,1024.8,-,-
