Date,Time (GMT),Wind Speed (m/s),Wind Dir (deg),Wind Gust (m/s),Air Temp (°C),Baro (mb),Humidity (%),Visibility (km)
2021/10/06,03:18,1.4,96,2.2,23.7,1023.5,-,-
2021/10/06,03:24,1.3,94,1.9,23.7,1023.5,-,-
2021/10/06,03:30,1.2,102,2.1,23.7,1023.5,-,-
2021/10/06,03:36,1.4,111,2.0,23.7,1023.6,-,-
2021/10/06,03:42,1.4,120,2.1,23.6,1023.6,-,-
2021/10/06,03:48,1.4,119,2.0,23.6,1023.5,-,-
2021/10/06,03:54,1.4,119,2.1,23.6,1023.5,-,-
2021/10/06,04:00,1.2,123,1.7,23.6,1023.5,-,-
2021/10/06,04:06,1.2,125,1.7,23.5,1023.5,-,-
2021/10/06,04:12,1.1,111,1.6,23.5,1023.5,-,-
2021/10/06,04:18,1.1,124,1.6,23.4,1023.5,-,-
2021/10/06,04:24,1.0,123,1.5,23.4,1023.4,-,-
2021/10/06,04:30,1.2,117,1.6,23.4,1023.4,-,-
2021/10/06,04:36,1.0,107,1.6,23.3,1023.4,-,-
2021/10/06,04:42,1.1,102,1.6,23.2,1023.4,-,-
2021/10/06,04:48,1.2,95,1.6,23.2,1023.4,-,-
2021/10/06,04:54,1.2,99,1.5,23.2,1023.4,-,-
2021/10/06,05:00,1.2,91,1.6,23.1,1023.3,-,-
2021/10/06,05:06,1.3,91,1.5,23.1,1023.3,-,-
2021/10/06,05:12,1.1,92,1.6,23.1,1023.4,-,-
2021/10/06,05:18,1.0,102,1.4,23.1,1023.4,-,-
2021/10/06,05:24,1.0,104,1.4,23.1,1023.5,-,-
2021/10/06,05:30,1.2,99,1.5,23.1,1023.5,-,-
2021/10/06,05:36,1.2,90,1.4,23,1023.5,-,-
2021/10/06,05:42,1.5,78,1.7,23,1023.4,-,-
2021/10/06,05:48,1.4,84,1.9,23,1023.4,-,-
2021/10/06,05:54,1.4,87,1.8,23,1023.3,-,-
2021/10/06,06:00,1.4,75,1.7,23,1023.2,-,-
2021/10/06,06:06,1.4,69,1.7,23.1,1023.2,-,-
2021/10/06,06:12,1.4,79,1.8,23.1,1023.2,-,-
2021/10/06,06:18,1.4,96,1.8,23,1023.1,-,-
2021/10/06,06:24,1.3,93,1.7,23,1023.1,-,-
2021/10/06,06:30,1.1,99,1.6,23,1023.0,-,-
2021/10/06,06:36,0.9,103,1.5,23,1023.0,-,-
2021/10/06,06:42,1.1,119,1.4,23,1023.0,-,-
2021/10/06,06:48,1.0,111,1.3,23,1023.0,-,-
2021/10/06,06:54,0.9,121,1.2,23,1023.0,-,-
2021/10/06,07:00,0.9,116,1.1,23,1023.1,-,-
2021/10/06,07:06,1.2,105,1.5,23,1023.1,-,-
2021/10/06,07:12,1.4,97,1.6,23,1023.0,-,-
2021/10/06,07:18,1.4,107,1.7,22.9,1022.9,-,-
2021/10/06,07:24,1.3,105,1.7,23,1023.0,-,-
2021/10/06,07:30,1.3,91,1.7,23,1023.1,-,-
2021/10/06,07:36,1.3,92,1.8,23,1023.1,-,-
2021/10/06,07:42,1.1,91,1.4,23,1023.1,-,-
2021/10/06,07:48,1.3,90,1.5,23,1023.2,-,-
2021/10/06,07:54,1.2,91,1.5,23,1023.2,-,-
2021/10/06,08:00,1.3,89,1.5,23,1023.2,-,-
2021/10/06,08:06,1.2,84,1.4,23,1023.2,-,-
2021/10/06,08:12,1.2,74,1.4,23,1023.3,-,-
2021/10/06,08:18,1.3,75,1.4,23.1,1023.3,-,-
2021/10/06,08:24,1.3,71,1.5,23.1,1023.3,-,-
2021/10/06,08:30,1.3,66,1.5,23.1,1023.3,-,-
2021/10/06,08:36,1.3,61,1.7,23.1,1023.3,-,-
2021/10/06,08:42,1.5,62,1.8,23.1,1023.4,-,-
2021/10/06,08:48,1.5,75,1.8,23,1023.4,-,-
2021/10/06,08:54,1.2,75,1.7,23.1,1023.4,-,-
2021/10/06,09:00,1.1,64,1.7,23.1,1023.4,-,-
2021/10/06,09:06,1.3,67,1.7,23,1023.4,-,-
2021/10/06,09:12,0.9,54,1.4,23.1,1023.5,-,-
2021/10/06,09:18,1.1,49,1.3,23.3,1023.5,-,-
2021/10/06,09:24,1.3,52,1.6,23.2,1023.5,-,-
2021/10/06,09:30,1.6,48,1.9,23.3,1023.5,-,-
2021/10/06,09:36,1.4,46,2.1,23.3,1023.5,-,-
2021/10/06,09:42,1.5,45,1.9,23.4,1023.5,-,-
2021/10/06,09:48,1.6,42,2.0,23.3,1023.6,-,-
2021/10/06,09:54,1.8,32,2.1,23.3,1023.7,-,-
2021/10/06,10:00,1.6,33,2.4,23.4,1023.8,-,-
2021/10/06,10:06,2.0,37,2.5,23.4,1023.8,-,-
2021/10/06,10:12,2.2,34,2.9,23.4,1023.9,-,-
2021/10/06,10:18,2.4,33,3.0,23.4,1023.9,-,-
2021/10/06,10:24,2.4,33,2.9,23.4,1023.9,-,-
2021/10/06,10:30,2.2,32,3.3,23.4,1024.0,-,-
2021/10/06,10:36,2.2,35,2.7,23.3,1024.0,-,-
2021/10/06,10:42,2.1,34,3.0,23.3,1024.1,-,-
2021/10/06,10:48,2.3,32,3.2,23.4,1024.1,-,-
2021/10/06,10:54,2.2,37,3.2,23.4,1024.1,-,-
2021/10/06,11:00,2.9,39,3.7,23.3,1024.1,-,-
2021/10/06,11:06,2.5,41,3.5,23.2,1024.1,-,-
2021/10/06,11:12,2.6,43,3.6,23.2,1024.1,-,-
2021/10/06,11:18,2.7,40,3.7,23.3,1024.1,-,-
2021/10/06,11:24,2.6,38,3.7,23.4,1024.1,-,-
2021/10/06,11:30,2.9,38,4.0,23.5,1024.1,-,-
2021/10/06,11:36,2.2,35,3.7,23.5,1024.2,-,-
2021/10/06,11:42,2.4,38,3.6,23.5,1024.3,-,-
2021/10/06,11:48,2.4,35,3.4,23.5,1024.4,-,-
2021/10/06,11:54,2.2,37,4.3,23.5,1024.4,-,-
2021/10/06,12:00,2.2,34,3.1,23.6,1024.5,-,-
2021/10/06,12:06,2.5,37,3.2,23.6,1024.6,-,-
2021/10/06,12:12,2.8,38,3.7,23.7,1024.6,-,-
2021/10/06,12:18,2.1,38,3.8,23.7,1024.6,-,-
2021/10/06,12:24,2.7,40,3.7,23.8,1024.7,-,-
2021/10/06,12:30,2.7,45,3.4,23.8,1024.7,-,-
2021/10/06,12:36,3.2,44,4.3,23.8,1024.8,-,-
2021/10/06,12:42,3.4,44,4.1,23.7,1024.8,-,-
2021/10/06,12:48,3.4,48,4.7,23.8,1024.8,-,-
2021/10/06,12:54,3.7,48,5.0,23.8,1024.9,-,-
2021/10/06,13:00,4.0,51,5.7,23.8,1024.9,-,-
2021/10/06,13:06,4.4,49,5.4,23.8,1024.9,-,-
2021/10/06,13:12,4.9,45,6.0,23.7,1024.9,-,-
2021/10/06,13:18,4.5,46,6.2,23.7,1025.0,-,-
2021/10/06,13:24,4.8,45,6.1,23.7,1025.1,-,-
2021/10/06,13:30,4.2,46,6.0,23.8,1025.2,-,-
2021/10/06,13:36,4.7,48,6.0,23.8,1025.2,-,-
2021/10/06,13:42,5.0,48,6.1,23.9,1025.2,-,-
2021/10/06,13:48,4.6,48,6.3,24,1025.2,-,-
2021/10/06,13:54,4.4,47,6.3,24,1025.2,-,-
2021/10/06,14:00,4.9,45,6.8,24.1,1025.2,-,-
2021/10/06,14:06,4.6,48,6.3,24.2,1025.2,-,-
2021/10/06,14:12,4.6,48,6.2,24.2,1025.3,-,-
2021/10/06,14:18,5.4,48,6.5,24.2,1025.4,-,-
2021/10/06,14:24,5.3,45,6.5,24.4,1025.4,-,-
2021/10/06,14:30,4.9,52,6.5,24.7,1025.4,-,-
2021/10/06,14:36,5.2,47,7.0,24.6,1025.4,-,-
2021/10/06,14:42,5.3,47,6.7,24.8,1025.4,-,-
2021/10/06,14:48,5.2,49,6.6,24.8,1025.4,-,-
2021/10/06,14:54,4.8,52,6.8,24.6,1025.4,-,-
2021/10/06,15:00,5.3,49,6.3,24.4,1025.3,-,-
2021/10/06,15:06,5.2,48,7.0,24.4,1025.3,-,-
2021/10/06,15:12,5.5,49,7.2,24.6,1025.3,-,-
2021/10/06,15:18,5.4,50,6.7,24.7,1025.3,-,-
2021/10/06,15:24,4.9,49,7.3,24.9,1025.3,-,-
2021/10/06,15:30,5.3,48,6.7,24.6,1025.3,-,-
2021/10/06,15:36,5.0,52,7.1,24.7,1025.3,-,-
2021/10/06,15:42,5.6,49,7.0,24.6,1025.2,-,-
2021/10/06,15:48,5.1,51,6.6,24.9,1025.3,-,-
2021/10/06,15:54,4.7,49,6.8,24.8,1025.2,-,-
2021/10/06,16:00,4.5,49,6.4,24.7,1025.2,-,-
2021/10/06,16:06,4.2,56,5.8,24.7,1025.3,-,-
2021/10/06,16:12,4.8,59,6.3,24.8,1025.3,-,-
2021/10/06,16:18,4.4,50,5.9,24.7,1025.2,-,-
2021/10/06,16:24,4.3,47,5.5,24.7,1025.2,-,-
2021/10/06,16:30,4.1,44,5.9,25,1025.2,-,-
2021/10/06,16:36,4.8,46,6.2,24.8,1025.1,-,-
2021/10/06,16:42,4.5,44,6.1,24.8,1025.1,-,-
2021/10/06,16:48,4.3,40,6.3,24.9,1025.0,-,-
2021/10/06,16:54,4.9,40,5.9,24.9,1025.0,-,-
2021/10/06,17:00,4.9,40,5.9,24.9,1025.0,-,-
2021/10/06,17:06,4.1,48,6.4,25.1,1024.9,-,-
2021/10/06,17:12,3.9,46,5.7,25.2,1024.9,-,-
2021/10/06,17:18,4.8,41,6.0,25,1024.8,-,-
2021/10/06,17:24,4.6,42,6.4,24.8,1024.7,-,-
2021/10/06,17:30,4.5,45,6.2,24.8,1024.6,-,-
2021/10/06,17:36,5.1,37,6.3,24.9,1024.6,-,-
2021/10/06,17:42,5.4,45,6.5,25,1024.4,-,-
2021/10/06,17:48,5.0,44,7.1,24.8,1024.5,-,-
2021/10/06,17:54,5.0,36,6.9,24.7,1024.4,-,-
2021/10/06,18:00,5.4,40,6.8,24.8,1024.4,-,-
2021/10/06,18:06,4.3,42,5.9,25,1024.4,-,-
2021/10/06,18:12,5.5,31,6.3,24.7,1024.3,-,-
2021/10/06,18:18,4.5,31,6.6,24.8,1024.2,-,-
2021/10/06,18:24,4.4,32,6.3,24.6,1024.2,-,-
2021/10/06,18:30,4.8,33,6.5,24.8,1024.2,-,-
2021/10/06,18:36,5.0,32,6.8,25,1024.2,-,-
2021/10/06,18:42,5.1,30,6.8,24.8,1024.0,-,-
2021/10/06,18:48,5.4,19,6.8,24.8,1024.0,-,-
2021/10/06,18:54,5.5,22,7.0,24.6,1024.1,-,-
2021/10/06,19:00,5.1,20,6.4,24.5,1024.0,-,-
2021/10/06,19:06,6.0,25,7.4,24.4,1023.9,-,-
2021/10/06,19:12,6.0,30,7.2,24.4,1023.8,-,-
2021/10/06,19:18,5.6,21,7.5,24.6,1023.9,-,-
2021/10/06,19:24,5.2,31,7.4,24.2,1023.8,-,-
2021/10/06,19:30,5.8,33,7.6,24.2,1023.8,-,-
2021/10/06,19:36,5.7,31,7.8,24.1,1023.7,-,-
2021/10/06,19:42,4.9,29,7.4,23.9,1023.6,-,-
2021/10/06,19:48,5.3,30,7.4,23.8,1023.6,-,-
2021/10/06,19:54,4.9,35,7.5,23.8,1023.5,-,-
2021/10/06,20:00,4.2,37,7.1,24.1,1023.5,-,-
2021/10/06,20:06,5.1,35,8.5,24,1023.4,-,-
2021/10/06,20:12,4.8,38,7.2,24.4,1023.4,-,-
2021/10/06,20:18,5.9,32,7.6,24.3,1023.4,-,-
2021/10/06,20:24,5.9,32,7.0,24.2,1023.4,-,-
2021/10/06,20:30,5.6,38,7.5,24.3,1023.4,-,-
2021/10/06,20:36,5.2,37,8.0,24.3,1023.4,-,-
2021/10/06,20:42,5.1,42,8.0,24.3,1023.4,-,-
2021/10/06,20:48,3.8,33,7.5,24.3,1023.5,-,-
2021/10/06,20:54,5.4,39,6.9,24,1023.5,-,-
2021/10/06,21:00,5.9,38,7.7,23.8,1023.3,-,-
2021/10/06,21:06,5.6,38,7.1,23.7,1023.3,-,-
2021/10/06,21:12,6.3,42,7.6,23.6,1023.3,-,-
2021/10/06,21:18,5.6,37,7.8,23.6,1023.3,-,-
2021/10/06,21:24,5.5,36,7.9,23.6,1023.3,-,-
2021/10/06,21:30,4.9,36,6.8,23.6,1023.3,-,-
2021/10/06,21:36,4.7,34,6.9,23.6,1023.3,-,-
2021/10/06,21:42,6.1,35,7.6,23.4,1023.4,-,-
2021/10/06,21:48,5.2,35,7.4,23.4,1023.4,-,-
2021/10/06,21:54,5.0,34,7.7,23.3,1023.4,-,-
2021/10/06,22:00,5.3,39,7.5,23.4,1023.5,-,-
2021/10/06,22:06,5.1,32,7.4,23.3,1023.6,-,-
2021/10/06,22:12,5.8,39,7.6,23.2,1023.5,-,-
2021/10/06,22:18,5.0,40,7.0,23.3,1023.5,-,-
2021/10/06,22:24,5.8,38,7.9,23.2,1023.4,-,-
2021/10/06,22:30,5.5,38,7.7,23.2,1023.4,-,-
2021/10/06,22:36,4.9,35,7.4,23.1,1023.5,-,-
2021/10/06,22:42,4.5,35,7.7,23.2,1023.6,-,-
2021/10/06,22:48,5.7,32,7.3,23.1,1023.6,-,-
2021/10/06,22:54,4.8,37,7.1,23.1,1023.6,-,-
2021/10/06,23:00,5.0,35,7.0,23.1,1023.5,-,-
2021/10/06,23:06,5.6,39,7.8,23.1,1023.6,-,-
2021/10/06,23:12,6.2,41,7.5,23,1023.6,-,-
2021/10/06,23:18,6.1,37,8.3,23,1023.6,-,-
2021/10/06,23:24,5.2,40,7.5,23.1,1023.7,-,-
2021/10/06,23:30,5.9,41,8.4,23,1023.6,-,-
2021/10/06,23:36,6.2,38,8.3,23,1023.6,-,-
2021/10/06,23:42,5.4,39,7.9,23,1023.6,-,-
2021/10/06,23:48,6.3,44,8.5,23,1023.6,-,-
2021/10/06,23:54,6.1,41,8.6,23,1023.7,-,-
2021/10/07,00:00,5.4,40,8.4,23.1,1023.7,-,-
2021/10/07,00:06,5.0,38,7.8,23.1,1023.7,-,-
2021/10/07,00:12,6.0,40,8.4,23,1023.8,-,-
2021/10/07,00:18,5.6,36,8.6,23,1023.8,-,-
2021/10/07,00:24,6.4,41,8.5,23,1023.8,-,-
2021/10/07,00:30,5.3,38,8.2,23,1023.8,-,-
2021/10/07,00:36,5.9,38,9.0,23,1023.8,-,-
2021/10/07,00:42,6.8,39,9.0,22.9,1023.8,-,-
2021/10/07,00:48,5.5,36,8.0,22.9,1023.9,-,-
2021/10/07,00:54,6.3,38,8.2,23,1023.9,-,-
2021/10/07,01:00,6.6,39,8.6,22.9,1023.9,-,-
2021/10/07,01:06,6.9,39,8.3,22.8,1024.0,-,-
2021/10/07,01:12,5.8,35,8.4,22.9,1023.9,-,-
2021/10/07,01:18,6.2,37,8.5,22.9,1023.9,-,-
2021/10/07,01:24,6.5,39,8.4,22.9,1023.9,-,-
2021/10/07,01:30,5.7,34,9.0,22.9,1023.9,-,-
2021/10/07,01:36,6.6,41,8.6,22.9,1023.9,-,-
2021/10/07,01:42,6.5,36,8.4,22.9,1024.0,-,-
2021/10/07,01:48,5.0,37,9.1,23,1024.1,-,-
2021/10/07,01:54,5.8,38,7.4,22.9,1024.0,-,-
2021/10/07,02:00,6.6,39,8.7,22.9,1024.0,-,-
2021/10/07,02:06,5.6,38,8.5,22.9,1024.0,-,-
2021/10/07,02:12,6.4,41,9.0,22.9,1023.9,-,-
2021/10/07,02:18,6.4,43,9.0,22.9,1023.9,-,-
2021/10/07,02:24,5.6,40,8.3,22.9,1023.9,-,-
2021/10/07,02:30,5.8,40,8.2,22.9,1023.9,-,-
2021/10/07,02:36,6.4,39,8.2,22.9,1023.9,-,-
2021/10/07,02:42,7.4,43,9.1,22.8,1023.8,-,-
2021/10/07,02:48,6.9,40,8.7,22.7,1023.8,-,-
2021/10/07,02:54,6.5,38,8.6,22.7,1023.8,-,-
2021/10/07,03:00,6.5,45,8.6,22.7,1023.8,-,-
2021/10/07,03:06,7.1,41,8.9,22.6,1023.8,-,-
2021/10/07,03:12,6.9,43,8.5,22.6,1023.7,-,-
2021/10/07,03:18,6.2,44,8.5,22.6,1023.7,-,-
2021/10/07,03:24,6.3,44,8.2,22.6,1023.6,-,-
2021/10/07,03:30,6.7,43,9.0,22.5,1023.6,-,-
2021/10/07,03:36,5.9,44,8.7,22.6,1023.6,-,-
2021/10/07,03:42,5.6,43,7.7,22.6,1023.6,-,-
2021/10/07,03:48,6.4,43,8.3,22.5,1023.6,-,-
2021/10/07,03:54,6.3,41,7.9,22.6,1023.5,-,-
2021/10/07,04:00,6.3,41,7.4,22.6,1023.6,-,-
2021/10/07,04:06,6.1,39,7.4,22.5,1023.6,-,-
2021/10/07,04:12,6.3,42,7.9,22.6,1023.4,-,-
2021/10/07,04:18,6.4,40,7.9,22.5,1023.4,-,-
2021/10/07,04:24,6.9,39,8.5,22.5,1023.3,-,-
2021/10/07,04:30,6.4,38,8.6,22.5,1023.3,-,-
2021/10/07,04:36,5.2,41,7.9,22.6,1023.4,-,-
2021/10/07,04:42,5.7,40,8.1,22.5,1023.4,-,-
2021/10/07,04:48,5.8,38,8.5,22.5,1023.2,-,-
2021/10/07,04:54,5.0,35,7.7,22.5,1023.2,-,-
2021/10/07,05:00,6.5,39,7.7,22.4,1023.1,-,-
2021/10/07,05:06,5.0,35,8.6,22.5,1023.1,-,-
2021/10/07,05:12,6.2,41,8.8,22.4,1023.0,-,-
2021/10/07,05:18,5.6,39,8.7,22.4,1023.0,-,-
2021/10/07,05:24,6.3,39,8.3,22.3,1023.0,-,-
2021/10/07,05:30,6.1,42,8.6,22.4,1022.9,-,-
2021/10/07,05:36,5.5,42,8.5,22.5,1022.9,-,-
2021/10/07,05:42,6.5,41,8.3,22.5,1022.9,-,-
2021/10/07,05:48,6.6,42,8.4,22.4,1022.9,-,-
2021/10/07,05:54,5.0,42,9.1,22.5,1022.9,-,-
2021/10/07,06:00,6.9,41,8.7,22.4,1022.9,-,-
2021/10/07,06:06,6.6,41,8.7,22.4,1022.9,-,-
2021/10/07,06:12,6.2,40,8.4,22.5,1022.9,-,-
2021/10/07,06:18,7.5,40,9.1,22.5,1022.9,-,-
2021/10/07,06:24,7.5,38,9.5,22.5,1022.9,-,-
2021/10/07,06:30,6.4,38,8.4,22.6,1022.9,-,-
2021/10/07,06:36,6.4,36,8.1,22.4,1022.9,-,-
2021/10/07,06:42,6.0,37,8.0,22.4,1022.9,-,-
2021/10/07,06:48,5.9,39,8.5,22.4,1022.9,-,-
2021/10/07,06:54,6.3,41,8.9,22.4,1022.9,-,-
2021/10/07,07:00,7.1,41,8.6,22.4,1022.8,-,-
2021/10/07,07:06,6.4,44,9.3,22.4,1022.8,-,-
2021/10/07,07:12,7.1,39,9.5,22.4,1022.6,-,-
2021/10/07,07:18,6.4,39,8.2,22.3,1022.6,-,-
2021/10/07,07:24,6.1,44,8.6,22.4,1022.6,-,-
2021/10/07,07:30,6.6,43,9.1,22.3,1022.5,-,-
2021/10/07,07:36,6.9,43,8.6,22.2,1022.4,-,-
2021/10/07,07:42,5.7,37,8.7,22.2,1022.4,-,-
2021/10/07,07:48,5.7,42,8.8,22.4,1022.4,-,-
2021/10/07,07:54,6.8,38,8.9,22.3,1022.3,-,-
2021/10/07,08:00,6.0,38,7.9,22.3,1022.3,-,-
2021/10/07,08:06,4.6,35,8.0,22.4,1022.4,-,-
2021/10/07,08:12,6.3,38,8.7,22.3,1022.3,-,-
2021/10/07,08:18,5.6,37,8.8,22.4,1022.3,-,-
2021/10/07,08:24,6.9,38,9.5,22.4,1022.3,-,-
2021/10/07,08:30,5.2,36,7.9,22.3,1022.4,-,-
2021/10/07,08:36,6.5,35,8.7,22.3,1022.4,-,-
2021/10/07,08:42,5.9,32,8.2,22.3,1022.3,-,-
2021/10/07,08:48,5.6,34,7.8,22.3,1022.3,-,-
2021/10/07,08:54,6.0,36,8.5,22.2,1022.3,-,-
2021/10/07,09:00,6.6,34,8.9,22.2,1022.2,-,-
2021/10/07,09:06,7.0,36,8.8,22.1,1022.3,-,-
2021/10/07,09:12,6.9,34,9.2,22.1,1022.3,-,-
2021/10/07,09:18,7.0,38,9.5,22.2,1022.3,-,-
2021/10/07,09:24,6.7,38,9.2,22.2,1022.3,-,-
2021/10/07,09:30,7.0,36,10.1,22.2,1022.1,-,-
2021/10/07,09:36,6.3,34,9.3,22.3,1021.9,-,-
2021/10/07,09:42,7.4,38,10.0,22.3,1022.0,-,-
2021/10/07,09:48,6.6,37,8.6,22.3,1021.9,-,-
2021/10/07,09:54,5.7,34,9.7,22.4,1022.0,-,-
2021/10/07,10:00,6.5,43,8.3,22.3,1022.2,-,-
2021/10/07,10:06,7.5,40,10.1,22.3,1022.3,-,-
2021/10/07,10:12,6.3,39,9.4,22.4,1022.4,-,-
2021/10/07,10:18,6.9,40,9.3,22.3,1022.4,-,-
2021/10/07,10:24,6.7,37,8.9,22.4,1022.4,-,-
2021/10/07,10:30,6.0,33,7.7,22.3,1022.2,-,-
2021/10/07,10:36,5.6,34,8.7,22.4,1022.3,-,-
2021/10/07,10:42,7.4,38,9.1,22.3,1022.3,-,-
2021/10/07,10:48,5.8,37,9.7,22.3,1022.4,-,-
2021/10/07,10:54,6.1,38,7.9,22.3,1022.5,-,-
2021/10/07,11:00,5.8,34,8.5,22.3,1022.6,-,-
2021/10/07,11:06,6.9,41,9.0,22.3,1022.7,-,-
2021/10/07,11:12,6.9,40,9.1,22.3,1022.7,-,-
2021/10/07,11:18,6.1,40,8.5,22.4,1022.8,-,-
2021/10/07,11:24,5.7,37,8.7,22.5,1022.8,-,-
2021/10/07,11:30,6.0,39,7.8,22.5,1022.8,-,-
2021/10/07,11:36,6.7,40,8.4,22.5,1022.9,-,-
2021/10/07,11:42,7.2,40,9.0,22.6,1022.9,-,-
2021/10/07,11:48,6.9,38,9.1,22.6,1022.9,-,-
2021/10/07,11:54,5.8,41,9.5,22.7,1023.0,-,-
2021/10/07,12:00,6.9,40,8.3,22.7,1022.9,-,-
2021/10/07,12:06,7.1,43,9.7,22.7,1022.9,-,-
2021/10/07,12:12,6.1,41,8.7,22.9,1022.9,-,-
2021/10/07,12:18,6.9,40,9.1,22.9,1022.9,-,-
2021/10/07,12:24,7.1,41,9.0,22.9,1022.9,-,-
2021/10/07,12:30,6.6,42,8.6,23,1023.0,-,-
2021/10/07,12:36,7.0,41,8.5,23,1023.0,-,-
2021/10/07,12:42,6.0,42,8.4,23.2,1023.0,-,-
2021/10/07,12:48,6.8,39,8.8,23.1,1022.9,-,-
2021/10/07,12:54,6.5,37,9.0,23.1,1022.9,-,-
2021/10/07,13:00,5.2,35,8.4,23.2,1023.0,-,-
2021/10/07,13:06,5.8,36,8.6,23.1,1023.0,-,-
2021/10/07,13:12,5.5,36,8.0,23.2,1023.0,-,-
2021/10/07,13:18,5.6,35,9.3,23.3,1023.1,-,-
2021/10/07,13:24,5.4,35,8.0,23.3,1023.2,-,-
2021/10/07,13:30,5.8,38,7.8,23.2,1023.2,-,-
2021/10/07,13:36,4.7,39,7.0,23.3,1023.3,-,-
2021/10/07,13:42,6.6,43,8.2,23.2,1023.1,-,-
2021/10/07,13:48,7.4,41,8.8,23.3,1023.1,-,-
2021/10/07,13:54,6.3,42,8.6,23.7,1023.2,-,-
2021/10/07,14:00,5.4,43,7.9,23.8,1023.4,-,-
2021/10/07,14:06,5.8,43,7.9,23.8,1023.3,-,-
2021/10/07,14:12,6.5,40,8.2,23.6,1023.3,-,-
2021/10/07,14:18,5.2,35,8.2,23.9,1023.3,-,-
2021/10/07,14:24,6.3,35,8.3,23.9,1023.2,-,-
2021/10/07,14:30,6.2,36,8.5,23.9,1023.1,-,-
2021/10/07,14:36,6.8,31,9.2,23.9,1023.0,-,-
2021/10/07,14:42,5.3,34,8.2,24,1023.0,-,-
2021/10/07,14:48,6.4,32,8.9,23.7,1023.0,-,-
2021/10/07,14:54,6.4,33,8.7,23.7,1023.0,-,-
2021/10/07,15:00,6.2,34,8.2,23.6,1023.0,-,-
2021/10/07,15:06,5.9,35,8.1,23.5,1022.9,-,-
2021/10/07,15:12,6.1,32,8.8,23.6,1022.9,-,-
2021/10/07,15:18,5.5,30,8.0,23.8,1022.9,-,-
2021/10/07,15:24,5.9,31,8.2,23.7,1022.9,-,-
2021/10/07,15:30,5.1,34,7.8,23.9,1022.9,-,-
2021/10/07,15:36,4.5,38,7.5,23.9,1023.0,-,-
2021/10/07,15:42,4.5,40,7.1,23.9,1023.0,-,-
2021/10/07,15:48,5.8,40,8.1,23.6,1023.1,-,-
2021/10/07,15:54,4.8,40,7.1,23.6,1023.1,-,-
2021/10/07,16:00,5.6,38,7.4,23.5,1023.0,-,-
2021/10/07,16:06,5.2,42,7.0,23.6,1023.1,-,-
2021/10/07,16:12,5.1,35,7.4,23.5,1023.0,-,-
2021/10/07,16:18,4.8,34,7.1,23.6,1022.9,-,-
2021/10/07,16:24,5.9,39,7.4,23.6,1022.9,-,-
2021/10/07,16:30,5.0,39,6.8,23.7,1022.8,-,-
2021/10/07,16:36,5.2,41,6.3,23.7,1022.7,-,-
2021/10/07,16:42,4.6,29,6.2,23.8,1022.6,-,-
2021/10/07,16:48,4.3,21,6.7,23.8,1022.6,-,-
2021/10/07,16:54,4.6,19,6.2,23.8,1022.6,-,-
2021/10/07,17:00,5.5,16,6.8,23.8,1022.4,-,-
2021/10/07,17:06,5.2,25,7.7,23.6,1022.1,-,-
2021/10/07,17:12,5.2,32,7.1,23.7,1022.0,-,-
2021/10/07,17:18,5.2,17,6.7,23.5,1022.1,-,-
2021/10/07,17:24,4.8,28,6.3,23.6,1022.1,-,-
2021/10/07,17:30,5.2,26,6.6,23.6,1022.0,-,-
2021/10/07,17:36,4.1,28,7.1,23.7,1021.9,-,-
2021/10/07,17:42,5.2,21,7.1,23.6,1021.8,-,-
2021/10/07,17:48,4.7,26,6.7,23.7,1021.8,-,-
2021/10/07,17:54,4.9,28,6.3,23.8,1021.8,-,-
2021/10/07,18:00,5.0,36,6.2,23.8,1021.8,-,-
2021/10/07,18:06,5.1,24,6.1,23.7,1021.7,-,-
2021/10/07,18:12,5.0,24,6.4,23.6,1021.6,-,-
2021/10/07,18:18,4.7,23,6.1,23.7,1021.5,-,-
2021/10/07,18:24,4.2,24,6.0,23.8,1021.5,-,-
2021/10/07,18:30,4.5,15,5.6,23.6,1021.6,-,-
2021/10/07,18:36,4.4,14,5.8,23.6,1021.5,-,-
2021/10/07,18:42,4.8,23,5.8,23.6,1021.5,-,-
2021/10/07,18:48,3.5,18,5.1,23.7,1021.4,-,-
2021/10/07,18:54,3.9,17,5.4,23.6,1021.3,-,-
2021/10/07,19:00,4.1,23,5.1,23.6,1021.2,-,-
2021/10/07,19:06,4.2,15,4.8,23.5,1021.1,-,-
2021/10/07,19:12,3.9,14,4.8,23.5,1021.2,-,-
2021/10/07,19:18,4.0,22,4.6,23.4,1021.1,-,-
2021/10/07,19:24,3.5,21,5.1,23.4,1021.0,-,-
2021/10/07,19:30,3.7,22,4.9,23.5,1020.9,-,-
2021/10/07,19:36,4.1,17,5.0,23.5,1020.8,-,-
2021/10/07,19:42,3.6,21,5.5,23.4,1020.7,-,-
2021/10/07,19:48,4.1,13,5.3,23.4,1020.6,-,-
2021/10/07,19:54,5.4,16,6.5,23.3,1020.6,-,-
2021/10/07,20:00,4.0,19,6.3,23.3,1020.5,-,-
2021/10/07,20:06,5.2,18,6.1,23.3,1020.5,-,-
2021/10/07,20:12,4.2,16,6.3,23.4,1020.5,-,-
2021/10/07,20:18,4.6,21,6.0,23.5,1020.5,-,-
2021/10/07,20:24,4.4,31,6.4,23.3,1020.5,-,-
